study_id,site_id,chamber_id,chamber_year,chamber_type,collar_installation_date,collar_installation_period,collar_insertion_depth,chamber_area,clipping,chamber_opacity,path_to_chamber,chamber_location_notes,chamber_notes,chamber_longitude,chamber_latitude,chamber_position_accuracy,chamber_position_method,elevation_class,chamber_elevation,chamber_elevation_datum,chamber_elevation_accuracy,chamber_elevation_method,chamber_elevation_notes,salinity_class,salinity_method,salinity_notes,inundation_time,inundation_method,inundation_notes,wetland_vegetation_class,wetland_vegetation_method,wetland_vegetation_notes,field_or_manipulation_code,mean_dry_bulk_density,se_dry_bulk_density,mean_soil_organic,se_soil_organic,mean_soil_carbon,se_soil_carbon,mean_soil_total_nitrogen,se_soil_total_nitrogen,mean_soil_CN_ratio,se_soil_CN_ratio,soil_depth
Schultz_and_Bridgham_2023,Tillamook_CF,Tillamook_CF_4,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.867733,45.4721,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.05769999999999999,0.0025,0.0109,0.0046,5.293577981651375,NA,NA
Schultz_and_Bridgham_2023,Tillamook_CF,Tillamook_CF_5,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.867733,45.472033,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.05769999999999999,0.0025,0.0109,0.0046,5.293577981651375,NA,NA
Schultz_and_Bridgham_2023,Tillamook_CF,Tillamook_CF_6,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.867733,45.472033,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.05769999999999999,0.0025,0.0109,0.0046,5.293577981651375,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DC,Tillamook_DC_1,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8794,45.507433,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.14880000000000002,0.0181,0.0153,0.003,9.725490196078432,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DC,Tillamook_DC_2,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8794,45.507433,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.14880000000000002,0.0181,0.0153,0.003,9.725490196078432,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DC,Tillamook_DC_3,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.879317,45.507433,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.14880000000000002,0.0181,0.0153,0.003,9.725490196078432,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DC,Tillamook_DC_4,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.879317,45.507433,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.14880000000000002,0.0181,0.0153,0.003,9.725490196078432,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DC,Tillamook_DC_5,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.879367,45.50735,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.14880000000000002,0.0181,0.0153,0.003,9.725490196078432,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DC,Tillamook_DC_6,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.879367,45.50735,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.14880000000000002,0.0181,0.0153,0.003,9.725490196078432,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DS,Tillamook_DS_1,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8806,45.46855,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0705,0.0181,0.0053,0.003,13.301886792452828,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DS,Tillamook_DS_2,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8806,45.46855,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0705,0.0181,0.0053,0.003,13.301886792452828,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DS,Tillamook_DS_3,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8805,45.4685,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0705,0.0181,0.0053,0.003,13.301886792452828,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DS,Tillamook_DS_4,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8805,45.4685,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0705,0.0181,0.0053,0.003,13.301886792452828,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DS,Tillamook_DS_5,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.880367,45.46855,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0705,0.0181,0.0053,0.003,13.301886792452828,NA,NA
Schultz_and_Bridgham_2023,Tillamook_DS,Tillamook_DS_6,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.880367,45.46855,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0705,0.0181,0.0053,0.003,13.301886792452828,NA,NA
Schultz_and_Bridgham_2023,Tillamook_GP,Tillamook_GP_1,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.883983,45.5095,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.3002,0.0181,0.021,0.003,14.295238095238094,NA,NA
Schultz_and_Bridgham_2023,Tillamook_GP,Tillamook_GP_2,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.883983,45.5095,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.3002,0.0181,0.021,0.003,14.295238095238094,NA,NA
Schultz_and_Bridgham_2023,Tillamook_GP,Tillamook_GP_3,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.883917,45.5095,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.3002,0.0181,0.021,0.003,14.295238095238094,NA,NA
Schultz_and_Bridgham_2023,Tillamook_GP,Tillamook_GP_4,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.883917,45.5095,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.3002,0.0181,0.021,0.003,14.295238095238094,NA,NA
Schultz_and_Bridgham_2023,Tillamook_GP,Tillamook_GP_5,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8838,45.509533,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.3002,0.0181,0.021,0.003,14.295238095238094,NA,NA
Schultz_and_Bridgham_2023,Tillamook_GP,Tillamook_GP_6,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8838,45.509533,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.3002,0.0181,0.021,0.003,14.295238095238094,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF1,Tillamook_JF1_1,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.869433,45.480467,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0495,0.0058,0.0097,0.0034,5.103092783505155,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF1,Tillamook_JF1_2,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.869433,45.480467,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0495,0.0058,0.0097,0.0034,5.103092783505155,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF1,Tillamook_JF1_3,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8695,45.480417,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0495,0.0058,0.0097,0.0034,5.103092783505155,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF1,Tillamook_JF1_4,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8695,45.480417,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0495,0.0058,0.0097,0.0034,5.103092783505155,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF1,Tillamook_JF1_5,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.869583,45.480367,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0495,0.0058,0.0097,0.0034,5.103092783505155,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF1,Tillamook_JF1_6,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.869583,45.480367,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0495,0.0058,0.0097,0.0034,5.103092783505155,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF2,Tillamook_JF2_1,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.86855,45.479,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.059,0.0037,0.01219999999999999,0.0039,4.836065573770492,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF2,Tillamook_JF2_2,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.86855,45.479,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.059,0.0037,0.01219999999999999,0.0039,4.836065573770492,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF2,Tillamook_JF2_3,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.868583,45.47895,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.059,0.0037,0.01219999999999999,0.0039,4.836065573770492,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF2,Tillamook_JF2_4,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.868583,45.47895,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.059,0.0037,0.01219999999999999,0.0039,4.836065573770492,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF2,Tillamook_JF2_5,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.868617,45.478867,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.059,0.0037,0.01219999999999999,0.0039,4.836065573770492,NA,NA
Schultz_and_Bridgham_2023,Tillamook_JF2,Tillamook_JF2_6,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.868617,45.478867,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,fresh,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.059,0.0037,0.01219999999999999,0.0039,4.836065573770492,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC16,Tillamook_SFC16_1,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.881667,45.475433,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0863,0.00699999999999999,0.0149,0.0026,5.791946308724833,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC16,Tillamook_SFC16_2,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.881667,45.475433,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0863,0.00699999999999999,0.0149,0.0026,5.791946308724833,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC16,Tillamook_SFC16_3,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.88165,45.47545,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0863,0.00699999999999999,0.0149,0.0026,5.791946308724833,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC16,Tillamook_SFC16_4,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.88165,45.47545,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0863,0.00699999999999999,0.0149,0.0026,5.791946308724833,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC16,Tillamook_SFC16_5,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.881733,45.4755,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0863,0.00699999999999999,0.0149,0.0026,5.791946308724833,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC16,Tillamook_SFC16_6,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.881733,45.4755,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0863,0.00699999999999999,0.0149,0.0026,5.791946308724833,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC28,Tillamook_SFC28_1,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.877883,45.471467,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0662,0.00699999999999999,0.0049,0.0026,13.510204081632654,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC28,Tillamook_SFC28_2,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.877883,45.471467,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0662,0.00699999999999999,0.0049,0.0026,13.510204081632654,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC28,Tillamook_SFC28_3,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.87795,45.471467,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0662,0.00699999999999999,0.0049,0.0026,13.510204081632654,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC28,Tillamook_SFC28_4,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.87795,45.471467,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0662,0.00699999999999999,0.0049,0.0026,13.510204081632654,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC28,Tillamook_SFC28_5,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.877917,45.4714,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0662,0.00699999999999999,0.0049,0.0026,13.510204081632654,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC28,Tillamook_SFC28_6,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.877917,45.4714,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0662,0.00699999999999999,0.0049,0.0026,13.510204081632654,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC37,Tillamook_SFC37_1,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.888483,45.474,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0701,0.0021,0.0149,0.0026,4.704697986577181,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC37,Tillamook_SFC37_2,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.888483,45.474,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0701,0.0021,0.0149,0.0026,4.704697986577181,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC37,Tillamook_SFC37_3,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.888483,45.474083,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0701,0.0021,0.0149,0.0026,4.704697986577181,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC37,Tillamook_SFC37_4,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.888483,45.474083,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0701,0.0021,0.0149,0.0026,4.704697986577181,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC37,Tillamook_SFC37_5,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.888383,45.4741,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0701,0.0021,0.0149,0.0026,4.704697986577181,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC37,Tillamook_SFC37_6,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.888383,45.4741,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0701,0.0021,0.0149,0.0026,4.704697986577181,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC4,Tillamook_SFC4_1,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.876783,45.478083,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.086,0.0021,0.0067,0.0026,12.835820895522389,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC4,Tillamook_SFC4_2,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.876783,45.478083,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.086,0.0021,0.0067,0.0026,12.835820895522389,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC4,Tillamook_SFC4_3,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.876767,45.477983,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.086,0.0021,0.0067,0.0026,12.835820895522389,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC4,Tillamook_SFC4_4,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.876767,45.477983,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.086,0.0021,0.0067,0.0026,12.835820895522389,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC4,Tillamook_SFC4_5,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.876667,45.477933,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.086,0.0021,0.0067,0.0026,12.835820895522389,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC4,Tillamook_SFC4_6,2017,static,NA,between one week and one month prior to sampling event,15,0.123,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.876667,45.477933,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,oligohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.086,0.0021,0.0067,0.0026,12.835820895522389,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC73,Tillamook_SFC73_1,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8707,45.469067,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0638,0.0021,0.00469999999999999,0.0026,13.574468085106384,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC73,Tillamook_SFC73_2,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.8707,45.469067,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0638,0.0021,0.00469999999999999,0.0026,13.574468085106384,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC73,Tillamook_SFC73_3,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.870617,45.469017,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0638,0.0021,0.00469999999999999,0.0026,13.574468085106384,NA,NA
Schultz_and_Bridgham_2023,Tillamook_SFC73,Tillamook_SFC73_4,2017,static,NA,between one week and one month prior to sampling event,15,0.066,FALSE,opaque,TRUE,chambers in pairs along  boardwalks,NA,-123.870617,45.469017,NA,other moderate resolution,NA,NA,NA,NA,NA,NA,mesohaline,measurement,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.025,NA,NA,0.0638,0.0021,0.00469999999999999,0.0026,13.574468085106384,NA,NA
