study_id,site_id,plot_id,longitude,latitude,position_method,elevation,elevation_se,datum,elevation_method,MSL,MHW,tidal_datum_source,year,is_peak_biomass,field_or_manipulation_code,genus,species,other_cover_description,harvest_or_allometry,allometric_measurements_present,plot_area,AGB_total,BGB_total,root_and_rhizome_to_shoot_ratio
Morris_et_al_2020,Assateague Island,m6-6,-75.189657,38.143555,RTK,0.14279999999999998,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,735.96,NA,NA
Morris_et_al_2020,Assateague Island,m6-6,-75.189641,38.143613,RTK,0.1758,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,778.5999999999999,NA,NA
Morris_et_al_2020,Assateague Island,m6-6,-75.189628,38.143676,RTK,0.081,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,462.8,NA,NA
Morris_et_al_2020,Assateague Island,m6-6,-75.189614,38.143708,RTK,-0.012199999999999999,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,368.6,NA,NA
Morris_et_al_2020,Assateague Island,m6-6,-75.189613,38.143716,RTK,-0.109,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,water,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m6-6,-75.189621,38.143717,RTK,-0.107,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,water,harvest,NA,0.25,4,NA,NA
Morris_et_al_2020,Assateague Island,m6-6,-75.189625,38.143719,RTK,-0.125,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,water,harvest,NA,0.25,8,NA,NA
Morris_et_al_2020,Assateague Island,m6-6,-75.189603,38.143721,RTK,-0.06,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,water,harvest,NA,0.25,12,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.187975,38.140078,RTK,0.26180000000000003,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,31.04,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.188158,38.140011,RTK,0.19060000000000002,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,479.44,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.188267,38.139952,RTK,0.1056,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,515,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.188306,38.139937,RTK,0.128,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,560.9599999999999,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.187921,38.14002,RTK,0.219,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.187906,38.140022,RTK,0.205,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.187811,38.140002,RTK,0.181,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.187634,38.139991,RTK,0.153,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.18753,38.139995,RTK,0.155,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.187158,38.140047,RTK,0.104,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.186741,38.14018,RTK,0.19,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m6-7,-75.186687,38.140209,RTK,0.168,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.185988,38.151337,RTK,0.2712,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,55.28,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186006,38.151359,RTK,0.2426,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,140.07999999999998,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186119,38.151494,RTK,0.2554,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,376.64,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186267,38.151639,RTK,0.15560000000000002,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,272.88,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186315,38.151727,RTK,0.17020000000000002,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,408.16,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186299,38.151774,RTK,0.1788,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,517.12,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186241,38.151787,RTK,0.0904,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,98.32,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186244,38.151779,RTK,0.125,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,407.4,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186247,38.151792,RTK,0.066,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,lower edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186217,38.151791,RTK,0.063,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,lower edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186208,38.151784,RTK,0.059,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,lower edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186199,38.151783,RTK,0.069,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,lower edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186189,38.151786,RTK,0.025,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,lower edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186127,38.151767,RTK,0.065,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,lower edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.185988,38.151357,RTK,0.25,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186007,38.151321,RTK,0.251,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186016,38.151303,RTK,0.259,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.186017,38.151285,RTK,0.243,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.18599,38.151376,RTK,0.274,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.185988,38.151385,RTK,0.278,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m11-8,-75.185989,38.151398,RTK,0.245,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,NA,NA,upper edge,harvest,NA,0.25,0,NA,NA
Morris_et_al_2020,Assateague Island,m8-9,-75.220259,38.087412,RTK,0.1916,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,577.44,NA,NA
Morris_et_al_2020,Assateague Island,m8-9,-75.220363,38.087569,RTK,0.1514,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,967.72,NA,NA
Morris_et_al_2020,Assateague Island,m8-9,-75.220588,38.087808,RTK,0.15460000000000002,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,1017.84,NA,NA
Morris_et_al_2020,Assateague Island,m8-9,-75.220693,38.087978,RTK,0.1548,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,546.16,NA,NA
Morris_et_al_2020,Assateague Island,m8-9,-75.221246,38.088716,RTK,0.1418,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,546.56,NA,NA
Morris_et_al_2020,Assateague Island,m8-9,-75.220875,38.089417,RTK,0.0796,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,1074.2,NA,NA
Morris_et_al_2020,Assateague Island,m8-9,-75.222376,38.089738,RTK,0.1346,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,1705.72,NA,NA
Morris_et_al_2020,Assateague Island,m5-10,-75.238183,38.048372,RTK,0.20260000000000003,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,14.8,NA,NA
Morris_et_al_2020,Assateague Island,m5-10,-75.238163,38.048321,RTK,0.1874,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,242.88,NA,NA
Morris_et_al_2020,Assateague Island,m5-10,-75.238066,38.048197,RTK,0.13340000000000002,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,290.4,NA,NA
Morris_et_al_2020,Assateague Island,m5-10,-75.238023,38.047961,RTK,0.1806,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,297.68,NA,NA
Morris_et_al_2020,Assateague Island,m5-10,-75.237909,38.047846,RTK,0.15660000000000002,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,256.44,NA,NA
Morris_et_al_2020,Assateague Island,m5-10,-75.237826,38.047808,RTK,0.164,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,689.76,NA,NA
Morris_et_al_2020,Assateague Island,m5-10,-75.237859,38.047751,RTK,0.027000000000000003,NA,NAVD88,RTK,-0.013000000000000001,0.121,"Tidal datums were determined using data from a Hobo pressure transducer, compensated for atmospheric pressure, and operated by James Lynch",2016,yes,field,Spartina,alterniflora,NA,harvest,NA,0.25,1029.8,NA,NA
Morris_et_al_2020,Cape Cod West,GU1-000,-70.06642831529977,41.92373030448581,RTK,0.150800000003,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,686.3482228389614,282.87195126589785,0.41214057507987223
Morris_et_al_2020,Cape Cod West,GU1-030,-70.06655645624254,41.92345891566737,RTK,1.0123,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,605.2144073595955,1177.5367273626912,1.9456521739130435
Morris_et_al_2020,Cape Cod West,GU1-060,-70.06669755430254,41.92324144602565,RTK,1.557,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1059.125212879292,342.07770850759744,0.3229813664596274
Morris_et_al_2020,Cape Cod West,GU1-060,-70.06669755430254,41.92324144602565,RTK,1.557,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,1710.388542537987,1405.5885330344227,0.8217948717948719
Morris_et_al_2020,Cape Cod West,GU2-000,-70.070355653282,41.92491865854729,RTK,-0.418999999994,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,438.56116475333,530.6590093515293,1.2100000000000002
Morris_et_al_2020,Cape Cod West,GU2-010,-70.07049975246132,41.92488128862099,RTK,0.0647000000026,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1666.5324260626542,506.53814529009617,0.30394736842105263
Morris_et_al_2020,Cape Cod West,GU2-040,-70.07083663580393,41.92483311400562,RTK,0.521900000007,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1993.2604938038849,673.1913878963616,0.33773377337733773
Morris_et_al_2020,Cape Cod West,GU3-000,-70.07064683789683,41.92646508105001,RTK,-0.0666999999958,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1574.4345814644546,824.4949897362603,0.5236768802228412
Morris_et_al_2020,Cape Cod West,GU3-010,-70.07075521595085,41.92645506374167,RTK,0.112200000003,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,662.2273587775283,1214.814426366724,1.8344370860927153
Morris_et_al_2020,Cape Cod West,GU3-020,-70.07085168584312,41.92645416401066,RTK,0.212299999999,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,993.3410381662925,684.1554170151949,0.6887417218543047
Morris_et_al_2020,Cape Cod West,GU4-000,-70.07000554079686,41.92922708216555,RTK,0.0550999999978,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1278.405795255957,760.9036208470276,0.5951972555746141
Morris_et_al_2020,Cape Cod West,GU4-040,-70.07041886804082,41.92942137470994,RTK,0.774399999995,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2839.6835417777897,1087.6316885882584,0.383011583011586
Morris_et_al_2020,Cape Cod West,GU4-060,-70.07066155994085,41.92950917783909,RTK,1.45699999999,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1701.6173192429203,3201.496502699309,1.8814432989690724
Morris_et_al_2020,Cape Cod West,GU5-000,-70.06967690898061,41.929770540904215,RTK,0.174100000004,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,791.6029023797607,774.0604557896274,0.9778393351800553
Morris_et_al_2020,Cape Cod West,GU5-010,-70.06988387455795,41.92988569834423,RTK,0.980599999995,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1287.1770185510236,846.4230479739268,0.6575809199318569
Morris_et_al_2020,Cape Cod West,GU5-020,-70.06996904277474,41.92992993769462,RTK,1.323,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1414.3597563294893,736.7827567855944,0.5209302325581395
Morris_et_al_2020,Cape Cod West,GU6-000,-70.0654984612661,41.931628729456804,RTK,0.108200000002,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,403.4762715730636,732.3971451380611,1.8152173913043477
Morris_et_al_2020,Cape Cod West,GU6-010,-70.06557231859293,41.931718110056856,RTK,1.1865,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1232.3568729568574,1278.405795255957,1.0373665480427046
Morris_et_al_2020,Cape Cod West,GU6-020,-70.06557351774732,41.93179015177204,RTK,1.5385,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2646.7166292863467,462.6820288147631,0.17481358740679367
Morris_et_al_2020,Cape Cod West,GU6-020,-70.06557351774732,41.93179015177204,RTK,1.5385,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,patens,NA,harvest,NA,0.00456036731187748,760.9036208470276,546.0086501178959,0.717579250720461
Morris_et_al_2020,Cape Cod West,GU7-000,-70.0646984818607,41.92994290870353,RTK,0.0825000000041,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,999.9194556375925,923.1712518057597,0.9232456140350876
Morris_et_al_2020,Cape Cod West,GU7-010,-70.06455287039857,41.9298902192838,RTK,0.647599999997,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1817.8360279025526,1659.954008591354,0.9131483715319664
Morris_et_al_2020,Cape Cod West,GU7-020,-70.06441961801605,41.92985542831511,RTK,1.09669999999,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,3488.7540656127403,962.6417566335592,0.2759270898805782
Morris_et_al_2020,Cape Cod West,HH7A-000,-70.23761934630716,42.06446765457863,RTK,0.337700000004,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1208.236008895424,348.65612597889736,0.28856624319419244
Morris_et_al_2020,Cape Cod West,HH7A-060,-70.238275737917,42.06465871301096,RTK,1.15949999999,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,1232.3568729568574,418.82591233943015,0.33985765124555156
Morris_et_al_2020,Cape Cod West,HH7B-060,-70.23607610446348,42.06404297732864,RTK,0.7641,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,427.59713563449674,243.40144643809816,0.5692307692307693
Morris_et_al_2020,Cape Cod West,HH7B-120,-70.23540799071274,42.063870045155596,RTK,0.847299999994,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2199.3842412379504,927.5568634532931,0.4217347956131605
Morris_et_al_2020,Cape Cod West,HH7B-180,-70.23471536358066,42.063679360141656,RTK,0.917799999996,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Salicornia,virginica,NA,harvest,NA,0.00456036731187748,2451.5569109711146,353.0417376264307,0.14400715563506264
Morris_et_al_2020,Cape Cod West,HH7B-180,-70.23471536358066,42.063679360141656,RTK,0.917799999996,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1984.4892705088184,447.3323880483966,0.22541436464088394
Morris_et_al_2020,Cape Cod West,HH8A-000,-70.23992372288149,42.0636322070175,RTK,0.660499999998,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,2041.502221926749,48.2417281228663,0.023630504833512377
Morris_et_al_2020,Cape Cod West,HH8B-000,-70.2386731252037,42.06333949739796,RTK,0.329299999998,NA,NAVD88,RTK,-0.055,1.38,Datums calculated from NOAA gauge in Boston: 8443970,2013,yes,field,Spartina,alterniflora,NA,harvest,NA,0.00456036731187748,1576.6273872882214,322.34245609369754,0.20445062586926285
