Subsite,Point_type,Full_name,Plot,Use?,Note,RTK_Sensor,Coordinate_system,Datum,GEOID,Year,Month,Day,Easting,Northing,Latitude_dd,Longitude_dd,Elevation_m,Hz_Prec,Vt_Prec,PDOP,Sats,Description,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Solution status,Averaging start,Averaging end,Samples,Base easting,Base northing,Base elevation,Baseline
Hog,Phenology quadrat,Lexan 1A-2 2,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.717,4304598.82,-76.55185644,38.87994804,0.247,,,,,,0.011,0.011,0.011,0.015,2.134,FIX,2021-03-25 16:08:13.0 UTC-04:00,2021-03-25 16:08:17.8 UTC-04:00,25,365627.213,4303941.839,2.743,698.033
Hog,Phenology quadrat,Lexan 1A-2 3,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.888,4304598.81,-76.55185446,38.87994798,0.247,,,,,,0.01,0.011,0.011,0.015,2.134,FIX,2021-03-25 16:08:45.4 UTC-04:00,2021-03-25 16:08:51.1 UTC-04:00,25,365627.213,4303941.839,2.743,697.966
Hog,Phenology quadrat,Lexan 1A-2 4,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.874,4304598.666,-76.5518546,38.87994668,0.256,,,,,,0.01,0.012,0.01,0.015,2.134,FIX,2021-03-25 16:09:08.3 UTC-04:00,2021-03-25 16:09:13.2 UTC-04:00,25,365627.213,4303941.839,2.743,697.835
Hog,Phenology quadrat,Lexan 1B-1 1,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.959,4304601.006,-76.55185409,38.87996777,0.259,,,,,,0.01,0.011,0.011,0.015,2.134,FIX,2021-03-25 16:10:29.8 UTC-04:00,2021-03-25 16:10:34.7 UTC-04:00,25,365627.213,4303941.839,2.743,700.011
Hog,Phenology quadrat,Lexan 1B-1 2,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.969,4304600.85,-76.55185394,38.87996637,0.257,,,,,,0.01,0.01,0.01,0.014,2.134,FIX,2021-03-25 16:10:51.5 UTC-04:00,2021-03-25 16:10:56.3 UTC-04:00,25,365627.213,4303941.839,2.743,699.86
Hog,Phenology quadrat,Lexan 1B-1 3,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.787,4304600.855,-76.55185603,38.87996639,0.255,,,,,,0.011,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:11:12.6 UTC-04:00,2021-03-25 16:11:20.8 UTC-04:00,25,365627.213,4303941.839,2.743,699.926
Hog,Phenology quadrat,Lexan 1B-1 4,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.802,4304600.997,-76.55185589,38.87996767,0.261,,,,,,0.01,0.012,0.01,0.015,2.134,FIX,2021-03-25 16:11:36.2 UTC-04:00,2021-03-25 16:11:42.7 UTC-04:00,25,365627.213,4303941.839,2.743,700.055
Hog,Phenology quadrat,Lexan 1B-2 1,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.663,4304601.044,-76.55185751,38.87996807,0.264,,,,,,0.011,0.011,0.01,0.015,2.134,FIX,2021-03-25 16:12:15.9 UTC-04:00,2021-03-25 16:12:23.1 UTC-04:00,25,365627.213,4303941.839,2.743,700.146
Hog,Phenology quadrat,Lexan 1B-2 2,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.664,4304600.885,-76.55185746,38.87996663,0.248,,,,,,0.011,0.01,0.011,0.015,2.134,FIX,2021-03-25 16:12:39.4 UTC-04:00,2021-03-25 16:12:45.4 UTC-04:00,25,365627.213,4303941.839,2.743,699.995
Hog,Phenology quadrat,Lexan 1B-2 3,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.523,4304600.867,-76.55185908,38.87996646,0.251,,,,,,0.01,0.01,0.01,0.014,2.134,FIX,2021-03-25 16:12:59.7 UTC-04:00,2021-03-25 16:13:07.0 UTC-04:00,25,365627.213,4303941.839,2.743,700.027
Hog,Phenology quadrat,Lexan 1B-2 4,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.516,4304601.017,-76.55185919,38.8799678,0.235,,,,,,0.011,0.01,0.011,0.015,2.134,FIX,2021-03-25 16:13:21.6 UTC-04:00,2021-03-25 16:13:29.8 UTC-04:00,25,365627.213,4303941.839,2.743,700.17
Hog,Ingrowth core,Core 1B 1,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365392.115,4304602.077,-76.55185249,38.87997744,0.254,,,,,,0.01,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:14:07.7 UTC-04:00,2021-03-25 16:14:13.7 UTC-04:00,25,365627.213,4303941.839,2.743,700.967
Hog,Ingrowth core,Core 1B 2,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.57,4304602.12,-76.55185879,38.87997775,0.249,,,,,,0.01,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:14:35.6 UTC-04:00,2021-03-25 16:14:42.5 UTC-04:00,25,365627.213,4303941.839,2.743,701.191
Hog,Ingrowth core,Core 1B 3,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365391.087,4304602.118,-76.55186435,38.87997766,0.251,,,,,,0.011,0.011,0.01,0.015,2.134,FIX,2021-03-25 16:15:02.9 UTC-04:00,2021-03-25 16:15:07.9 UTC-04:00,25,365627.213,4303941.839,2.743,701.351
Hog,Ingrowth core,Core 1A 1,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365393.871,4304597.506,-76.55183136,38.87993654,0.259,,,,,,0.011,0.011,0.01,0.015,2.134,FIX,2021-03-25 16:15:43.4 UTC-04:00,2021-03-25 16:15:49.8 UTC-04:00,25,365627.213,4303941.839,2.743,696.071
Hog,Ingrowth core,Core 1A 2,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365393.399,4304597.511,-76.55183681,38.87993651,0.254,,,,,,0.011,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:16:04.1 UTC-04:00,2021-03-25 16:16:11.1 UTC-04:00,25,365627.213,4303941.839,2.743,696.234
Hog,Ingrowth core,Core 1A 3,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365392.857,4304597.436,-76.55184303,38.87993575,0.26,,,,,,0.01,0.011,0.011,0.015,2.134,FIX,2021-03-25 16:16:38.2 UTC-04:00,2021-03-25 16:16:43.1 UTC-04:00,25,365627.213,4303941.839,2.743,696.346
Hog,Collar,Collar 1A 1,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365393.203,4304598.854,-76.55183932,38.87994858,0.251,,,,,,0.01,0.01,0.011,0.014,2.134,FIX,2021-03-25 16:17:10.6 UTC-04:00,2021-03-25 16:17:15.5 UTC-04:00,25,365627.213,4303941.839,2.743,697.565
Hog,Collar,Collar 1A 2,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365392.635,4304598.889,-76.55184588,38.87994881,0.25,,,,,,0.01,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:17:44.4 UTC-04:00,2021-03-25 16:17:49.3 UTC-04:00,25,365627.213,4303941.839,2.743,697.79
Hog,Collar,Collar 1A 3,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365392.676,4304599.485,-76.55184552,38.87995418,0.269,,,,,,0.01,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:18:16.1 UTC-04:00,2021-03-25 16:18:20.9 UTC-04:00,25,365627.213,4303941.839,2.743,698.336
Hog,Collar,Collar 1A 4,1A,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365393.259,4304599.417,-76.55183879,38.87995366,0.259,,,,,,0.011,0.01,0.01,0.015,2.134,FIX,2021-03-25 16:18:38.4 UTC-04:00,2021-03-25 16:18:44.3 UTC-04:00,25,365627.213,4303941.839,2.743,698.077
Hog,Collar,Collar 1B 1,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365393.126,4304600.249,-76.55184048,38.87996113,0.263,,,,,,0.013,0.01,0.01,0.016,2.134,FIX,2021-03-25 16:19:07.1 UTC-04:00,2021-03-25 16:19:11.9 UTC-04:00,25,365627.213,4303941.839,2.743,698.905
Hog,Collar,Collar 1B 2,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365392.559,4304600.272,-76.55184703,38.87996125,0.258,,,,,,0.01,0.011,0.011,0.015,2.134,FIX,2021-03-25 16:19:35.2 UTC-04:00,2021-03-25 16:19:40.1 UTC-04:00,25,365627.213,4303941.839,2.743,699.117
Hog,Collar,Collar 1B 3,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365392.551,4304600.816,-76.55184722,38.87996615,0.256,,,,,,0.01,0.011,0.01,0.015,2.134,FIX,2021-03-25 16:20:10.7 UTC-04:00,2021-03-25 16:20:15.5 UTC-04:00,25,365627.213,4303941.839,2.743,699.632
Hog,Collar,Collar 1B 4,1B,No,"Can use if necessary, but this is a duplicate point.",Emlid Reach RS2,NAD 1983 2011 UTM Zone 18N,NAVD88,,2021,3,25,365393.125,4304600.829,-76.55184061,38.87996636,0.271,,,,,,0.01,0.01,0.01,0.014,2.134,FIX,2021-03-25 16:20:38.2 UTC-04:00,2021-03-25 16:20:43.1 UTC-04:00,25,365627.213,4303941.839,2.743,699.453
Mud,Collar,1a-1,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135592.125,437999.17,38.88735709N,76.56201635W,1.707,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,1a-2,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135592.581,437998.83,38.88736122N,76.56202024W,1.718,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,1a-3,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135592.942,437999.254,38.88736445N,76.56201533W,1.737,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,1a-4,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135592.462,437999.658,38.88736011N,76.56201071W,1.718,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,1b-1,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135592.625,438000.631,38.88736154N,76.56199948W,1.642,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,1b-2,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135593.022,438000.143,38.88736514N,76.56200509W,1.714,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,1b-3,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135593.476,438000.526,38.88736921N,76.56200065W,1.661,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,1b-4,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135593.078,438000.971,38.88736560N,76.56199554W,1.724,,,,,Collar corner,,,,,,,,,,,,,
Mud,Ingrowth core,c-1b-3,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135593.354,438002.222,38.88736804N,76.56198110W,1.769,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,Ingrowth core,c-1b-2,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135592.934,438002.299,38.88736425N,76.56198024W,1.775,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,Ingrowth core,c-1b-1,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135592.433,438002.458,38.88735973N,76.56197844W,1.746,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,2020 Harvest area,50x50-2021-1a-1,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.312,437999.401,38.88734075N,76.56201379W,1.655,,,,,2020 50x50 harvest area,,,,,,,,,,,,,
Mud,2020 Harvest area,50x50-2021-1a-2,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135589.832,437999.417,38.88733643N,76.56201363W,1.706,,,,,2020 50x50 harvest area,,,,,,,,,,,,,
Mud,2020 Harvest area,50x50-2021-1a-3,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135589.827,437999.036,38.88733640N,76.56201802W,1.727,,,,,2020 50x50 harvest area,,,,,,,,,,,,,
Mud,2020 Harvest area,50x50-2021-1a-4,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.327,437998.924,38.88734091N,76.56201928W,1.729,,,,,2020 50x50 harvest area,,,,,,,,,,,,,
Mud,2020 Harvest area,50x50-2021-1b-1,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135591.678,438001.708,38.88735296N,76.56198712W,1.81,,,,,2020 50x50 harvest area,,,,,,,,,,,,,
Mud,2020 Harvest area,50x50-2021-1b-2,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135591.19,438001.78,38.88734856N,76.56198632W,1.795,,,,,2020 50x50 harvest area,,,,,,,,,,,,,
Mud,2020 Harvest area,50x50-2021-1b-3,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135591.05,438001.258,38.88734732N,76.56199235W,1.785,,,,,2020 50x50 harvest area,,,,,,,,,,,,,
Mud,2020 Harvest area,50x50-2021-1b-4,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135591.538,438001.236,38.88735172N,76.56199257W,1.737,,,,,2020 50x50 harvest area,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan1-1,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.371,437998.514,38.88734132N,76.56202401W,1.618,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan1-2,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.256,437998.512,38.88734028N,76.56202404W,1.653,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan1-3,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.272,437998.37,38.88734044N,76.56202568W,1.679,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan1-4,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.369,437998.396,38.88734131N,76.56202536W,1.646,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan2-1,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.457,437998.26,38.88734211N,76.56202693W,1.688,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan2-2,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.339,437998.267,38.88734104N,76.56202686W,1.659,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan2-3,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.341,437998.154,38.88734107N,76.56202816W,1.689,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan2-4,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.455,437998.154,38.88734209N,76.56202815W,1.719,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan3-1,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.49,437997.523,38.88734243N,76.56203542W,1.664,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan3-2,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.385,437997.522,38.88734149N,76.56203544W,1.663,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan3-3,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.378,437997.408,38.88734143N,76.56203675W,1.66,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan3-4,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.474,437997.403,38.88734230N,76.56203681W,1.627,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan4-1,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.076,437997.23,38.88733872N,76.56203882W,1.696,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan4-2,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135589.982,437997.239,38.88733787N,76.56203873W,1.668,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan4-3,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135589.977,437997.123,38.88733784N,76.56204007W,1.622,,,,,Allometry,,,,,,,,,,,,,
Mud,2020 Phenology quadrat,mud1-lexan4-4,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.08,437997.129,38.88733876N,76.56203998W,1.664,,,,,Allometry,,,,,,,,,,,,,
Mud,Ingrowth core 1A-1,c-1a-1,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135591.524,437997.886,38.88735174N,76.56203119W,1.64,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,Ingrowth core 1A-2,c-1a-2,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135592.05,437997.783,38.88735648N,76.56203234W,1.622,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,Ingrowth core 1A-3,c-1a-3,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135592.874,437997.493,38.88736391N,76.56203564W,1.687,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,2021 Harvest area corner 1,harvest50x50-1,NA,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135591.095,437997.702,38.88734788N,76.56203333W,1.614,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area corner 2,harvest50x50-2,NA,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135591.425,437997.74,38.88735085N,76.56203287W,1.63,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area corner 3,harvest50x50-3,NA,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135591.414,437998.185,38.88735073N,76.56202774W,1.638,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,2021 Harvest area corner 4,harvest50x50-4,NA,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135591.057,437998.204,38.88734751N,76.56202755W,1.637,,,,,2021 harvest area,,,,,,,,,,,,,
Mud,Conductivity sensor well ,cond-1,NA,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.1,437993.978,38.88733908N,76.56207631W,1.498,,,,,Groundwater well with conductivity sensor,,,,,,,,,,,,,
Mud,Conductivity sensor well,cond-2,NA,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.044,437993.95,38.88733858N,76.56207663W,2.051,,,,,Groundwater well with conductivity sensor,,,,,,,,,,,,,
Mud,Water level sensor well,wl-1,NA,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.232,437993.469,38.88734029N,76.56208217W,1.423,,,,,Groundwater well with water level sensor,,,,,,,,,,,,,
Mud,Water level sensor well,wl-1-v2,NA,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.256,437993.454,38.88734050N,76.56208234W,1.422,,,,,Groundwater well with water level sensor,,,,,,,,,,,,,
Mud,Water level sensor well,wl-2,NA,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.2,437993.423,38.88734000N,76.56208270W,1.958,,,,,Groundwater well with water level sensor,,,,,,,,,,,,,
Mud,2020 NERR sample plot,nerr-1a,1A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.132,437992.453,38.88733943N,76.56209388W,1.615,,,,,2020 NERR plot,,,,,,,,,,,,,
Mud,2020 NERR sample plot,nerr-1b,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135590.153,437990.945,38.88733969N,76.56211126W,1.562,,,,,2020 NERR plot,,,,,,,,,,,,,
Mud,2020 NERR sample plot,nerr-1b,1B,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135585.389,437989.727,38.88729683N,76.56212557W,1.6,,,,,2020 NERR plot,,,,,,,,,,,,,
Mud,Ingrowth core,c-2a-1,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135585.379,437989.744,38.88729673N,76.56212537W,1.61,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,Ingrowth core,c-2a-2,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135585.422,437990.793,38.88729708N,76.56211327W,1.532,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,Ingrowth core,c-2a-3,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135585.348,437991.386,38.88729638N,76.56210644W,1.609,,,,,Ingrowth core,,,,,,,,,,,,,
Mud,Collar,2a-1,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135584.325,437989.019,38.88728727N,76.56213378W,1.666,,,,,Collar corner,,,,,,,,,,,,,
Mud,Collar,2a-2,2A,No,DO NOT USE: WRONG ELEVATIONS,Trimble R10,Maryland 1900 (United States/ ITRF to NAD 1983 (2011),NAVD88,G12BUS,,,,135584.165,437989.564,38.88728580N,76.56212750W,1.563,,,,,Collar corner,,,,,,,,,,,,,
